case_id,track_id,selected_feature,grouped_shap_value
case_008,3iw6V4LH7yPj1ESORX9RIN,valence,-0.06254122406244278
case_008,3iw6V4LH7yPj1ESORX9RIN,release_month_cos,-0.04743742570281029
case_008,3iw6V4LH7yPj1ESORX9RIN,release_precision,0.07165301172062755
case_008,3iw6V4LH7yPj1ESORX9RIN,tempo_danceability,-0.03599796071648598
case_008,3iw6V4LH7yPj1ESORX9RIN,energy_valence,-0.022038133814930916
case_008,3iw6V4LH7yPj1ESORX9RIN,liveness,0.02092067152261734
case_008,3iw6V4LH7yPj1ESORX9RIN,explicit,-0.019712118867573736
case_008,3iw6V4LH7yPj1ESORX9RIN,energy_liveness,-0.016913283616304398
case_008,3iw6V4LH7yPj1ESORX9RIN,duration_squared,-0.010158633813261986
case_008,3iw6V4LH7yPj1ESORX9RIN,time_signature,0.011565053026060923
case_008,3iw6V4LH7yPj1ESORX9RIN,energy_danceability,-0.0020690520759671926
case_009,5s2zbxZI4Ym5LTKwjZHS2V,duration_min,-5.122159481048584
case_009,5s2zbxZI4Ym5LTKwjZHS2V,release_year,3.9576146602630615
case_009,5s2zbxZI4Ym5LTKwjZHS2V,instrumentalness,-1.207147240638733
case_009,5s2zbxZI4Ym5LTKwjZHS2V,tempo,1.1259955167770386
case_009,5s2zbxZI4Ym5LTKwjZHS2V,loudness_energy,-1.0756256580352783
case_009,5s2zbxZI4Ym5LTKwjZHS2V,acousticness,-1.0628981590270996
case_009,5s2zbxZI4Ym5LTKwjZHS2V,loudness,-1.0039066076278687
case_009,5s2zbxZI4Ym5LTKwjZHS2V,release_month,-0.9773699045181274
case_009,5s2zbxZI4Ym5LTKwjZHS2V,energy,-0.7398362159729004
case_009,5s2zbxZI4Ym5LTKwjZHS2V,decade,0.5256999731063843
case_009,5s2zbxZI4Ym5LTKwjZHS2V,duration_log,-0.5131551027297974
case_009,5s2zbxZI4Ym5LTKwjZHS2V,danceability,-0.4845830500125885
case_009,5s2zbxZI4Ym5LTKwjZHS2V,energy_valence,-0.42983278632164
case_009,5s2zbxZI4Ym5LTKwjZHS2V,release_month_cos,-0.41298866271972656
case_009,5s2zbxZI4Ym5LTKwjZHS2V,energy_danceability,0.35624977946281433
case_009,5s2zbxZI4Ym5LTKwjZHS2V,release_month_sin,-0.33054760098457336
case_009,5s2zbxZI4Ym5LTKwjZHS2V,year_in_decade,-0.25206300616264343
case_009,5s2zbxZI4Ym5LTKwjZHS2V,mode,-0.25059347320348024
case_009,5s2zbxZI4Ym5LTKwjZHS2V,key,-0.30166984943207353
case_009,5s2zbxZI4Ym5LTKwjZHS2V,liveness,-0.1291668862104416
case_009,5s2zbxZI4Ym5LTKwjZHS2V,speechiness_explicit,-0.10097184777259827
case_009,5s2zbxZI4Ym5LTKwjZHS2V,release_precision,0.10726988315582275
case_009,5s2zbxZI4Ym5LTKwjZHS2V,tempo_danceability,-0.05803726240992546
case_009,5s2zbxZI4Ym5LTKwjZHS2V,danceability_valence,-0.04944916442036629
case_009,5s2zbxZI4Ym5LTKwjZHS2V,time_signature,-0.017551327022374608
case_009,5s2zbxZI4Ym5LTKwjZHS2V,speechiness,-0.03343072533607483
case_009,5s2zbxZI4Ym5LTKwjZHS2V,acousticness_instrumentalness,-0.020393142476677895
case_009,5s2zbxZI4Ym5LTKwjZHS2V,duration_squared,-0.012935267761349678
case_009,5s2zbxZI4Ym5LTKwjZHS2V,explicit,-0.012641803333508506
case_009,5s2zbxZI4Ym5LTKwjZHS2V,energy_liveness,0.00926787406206131
case_009,5s2zbxZI4Ym5LTKwjZHS2V,valence,0.0028659312520176172
case_010,45S5WTQEGOB1VHr1Q4FuPl,release_year,9.20218563079834
case_010,45S5WTQEGOB1VHr1Q4FuPl,release_month,-3.3081414699554443
case_010,45S5WTQEGOB1VHr1Q4FuPl,tempo,-0.9244406223297119
case_010,45S5WTQEGOB1VHr1Q4FuPl,acousticness,0.727718710899353
case_010,45S5WTQEGOB1VHr1Q4FuPl,decade,0.7034811973571777
case_010,45S5WTQEGOB1VHr1Q4FuPl,release_month_cos,-0.6509966850280762
case_010,45S5WTQEGOB1VHr1Q4FuPl,year_in_decade,-0.44663888216018677
case_010,45S5WTQEGOB1VHr1Q4FuPl,mode,-0.425194738432765
case_010,45S5WTQEGOB1VHr1Q4FuPl,danceability,-0.38920485973358154
case_010,45S5WTQEGOB1VHr1Q4FuPl,energy,0.2789922058582306
case_010,45S5WTQEGOB1VHr1Q4FuPl,speechiness_explicit,-0.27157214283943176
case_010,45S5WTQEGOB1VHr1Q4FuPl,energy_valence,0.2534034550189972
case_010,45S5WTQEGOB1VHr1Q4FuPl,release_month_sin,-0.24219979345798492
case_010,45S5WTQEGOB1VHr1Q4FuPl,loudness,-0.20151245594024658
case_010,45S5WTQEGOB1VHr1Q4FuPl,energy_danceability,0.19309048354625702
case_010,45S5WTQEGOB1VHr1Q4FuPl,liveness,0.1815924346446991
case_010,45S5WTQEGOB1VHr1Q4FuPl,danceability_valence,-0.12880030274391174
case_010,45S5WTQEGOB1VHr1Q4FuPl,loudness_energy,0.11219943314790726
case_010,45S5WTQEGOB1VHr1Q4FuPl,instrumentalness,-0.10287600010633469
case_010,45S5WTQEGOB1VHr1Q4FuPl,key,-0.025651287054643035
case_010,45S5WTQEGOB1VHr1Q4FuPl,speechiness,0.047197118401527405
case_010,45S5WTQEGOB1VHr1Q4FuPl,duration_min,-0.04666062071919441
case_010,45S5WTQEGOB1VHr1Q4FuPl,acousticness_instrumentalness,-0.035041358321905136
case_010,45S5WTQEGOB1VHr1Q4FuPl,valence,0.03424880653619766
