case_id,track_id,transformed_feature,selected_feature,raw_feature_family,feature_value,shap_value,direction,mapping_status
case_004,1VvfQMzVpJ0yLOFgiWNp7O,explicit_False,explicit,explicit,1.0,-0.0056516253389418125,DECREASE_PREDICTION,MAPPED
case_004,1VvfQMzVpJ0yLOFgiWNp7O,key_10,key,key,0.0,-0.005039623938500881,DECREASE_PREDICTION,MAPPED
case_004,1VvfQMzVpJ0yLOFgiWNp7O,key_2,key,key,0.0,-0.0036478121764957905,DECREASE_PREDICTION,MAPPED
case_004,1VvfQMzVpJ0yLOFgiWNp7O,key_5,key,key,0.0,0.0032592175994068384,INCREASE_PREDICTION,MAPPED
case_004,1VvfQMzVpJ0yLOFgiWNp7O,duration_squared,duration_squared,duration_min,50.802681760000006,0.0028440544847398996,INCREASE_PREDICTION,MAPPED
case_004,1VvfQMzVpJ0yLOFgiWNp7O,key_4,key,key,0.0,0.002767762169241905,INCREASE_PREDICTION,MAPPED
case_004,1VvfQMzVpJ0yLOFgiWNp7O,mode_1,mode,mode,1.0,0.0015894606476649642,INCREASE_PREDICTION,MAPPED
case_004,1VvfQMzVpJ0yLOFgiWNp7O,time_signature_1.0,time_signature,time_signature,0.0,6.269844016060233e-05,INCREASE_PREDICTION,MAPPED
case_004,1VvfQMzVpJ0yLOFgiWNp7O,time_signature_5.0,time_signature,time_signature,0.0,-4.804343916475773e-06,DECREASE_PREDICTION,MAPPED
case_004,1VvfQMzVpJ0yLOFgiWNp7O,explicit_True,explicit,explicit,0.0,-1.9250157947681146e-06,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,release_year,release_year,release_year,2017.0,8.884713172912598,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,release_month,release_month,release_month,12.0,-1.87161386013031,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,acousticness,acousticness,acousticness,0.031,1.534250259399414,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,danceability,danceability,danceability,0.806,1.3575159311294556,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,decade,decade,decade,2010.0,0.7542722225189209,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,tempo,tempo,tempo,122.004,-0.7243591547012329,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,year_in_decade,year_in_decade,release_year,7.0,-0.4838995635509491,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,release_month_cos,release_month_cos,release_month,1.0,-0.2857648432254791,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,loudness_energy,loudness_energy,loudness×energy,-5.502336,-0.27553263306617737,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,energy_danceability,energy_danceability,energy×danceability,0.573872,0.25380390882492065,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,liveness,liveness,liveness,0.0729,0.25365304946899414,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,mode_0,mode,mode,1.0,-0.22089828550815582,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,release_month_sin,release_month_sin,release_month,-2.4492935982947064e-16,-0.20939001441001892,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,tempo_danceability,tempo_danceability,tempo×danceability,98.33522400000001,0.15086854994297028,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,danceability_valence,danceability_valence,danceability×valence,0.44894200000000006,0.1391078680753708,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,valence,valence,valence,0.557,0.13342900574207306,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,duration_min,duration_min,duration_min,3.6,0.1316291093826294,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,speechiness_explicit,speechiness_explicit,speechiness×explicit,0.0,-0.12984789907932281,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,instrumentalness,instrumentalness,instrumentalness,7.67e-05,-0.07947976887226105,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,key_1,key,key,0.0,-0.06407761573791504,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,key_7,key,key,0.0,0.061492644250392914,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,key_2,key,key,0.0,0.05640670284628868,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,time_signature_4.0,time_signature,time_signature,1.0,0.056360237300395966,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,energy,energy,energy,0.712,-0.050202976912260056,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,release_precision_year,release_precision,release_precision,0.0,0.04194844141602516,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,time_signature_3.0,time_signature,time_signature,0.0,0.04008844122290611,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,key_0,key,key,0.0,0.03510870411992073,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,key_6,key,key,0.0,-0.03402178734540939,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,energy_liveness,energy_liveness,energy×liveness,0.0519048,-0.032320816069841385,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,key_5,key,key,1.0,-0.031725455075502396,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,energy_valence,energy_valence,energy×valence,0.396584,0.031073197722434998,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,release_precision_day,release_precision,release_precision,1.0,0.029856650158762932,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,loudness,loudness,loudness,-7.728,0.029385529458522797,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,key_8,key,key,0.0,-0.0290010254830122,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,mode_1,mode,mode,0.0,-0.022444389760494232,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,speechiness,speechiness,speechiness,0.141,0.0177407655864954,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,key_9,key,key,0.0,0.016065293923020363,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,key_11,key,key,0.0,-0.015448478050529957,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,explicit_False,explicit,explicit,1.0,-0.012564895674586296,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,acousticness_instrumentalness,acousticness_instrumentalness,acousticness×instrumentalness,2.3776999999999997e-06,-0.012517634779214859,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,key_3,key,key,0.0,-0.009636834263801575,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,duration_log,duration_log,duration_min,1.5260563034950492,0.008653239347040653,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,release_precision_month,release_precision,release_precision,0.0,-0.007985126227140427,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,key_10,key,key,0.0,-0.0056426855735480785,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,key_4,key,key,0.0,0.005137147847563028,INCREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,duration_squared,duration_squared,duration_min,12.96,-0.0022769873030483723,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,time_signature_5.0,time_signature,time_signature,0.0,-0.0002231503458460793,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,time_signature_1.0,time_signature,time_signature,0.0,-2.8839718652307056e-05,DECREASE_PREDICTION,MAPPED
case_005,4iAZLrr85pfvQWlBeqqrNt,explicit_True,explicit,explicit,0.0,-1.9250157947681146e-06,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,release_year,release_year,release_year,2015.0,11.407679557800293,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,speechiness_explicit,speechiness_explicit,speechiness×explicit,0.114,3.8760392665863037,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,release_month,release_month,release_month,12.0,-2.1081156730651855,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,acousticness,acousticness,acousticness,0.15,1.0737806558609009,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,danceability,danceability,danceability,0.735,0.8245186805725098,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,decade,decade,decade,2010.0,0.7766124606132507,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,tempo,tempo,tempo,88.021,0.6796277761459351,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,explicit_False,explicit,explicit,0.0,0.5194819569587708,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,energy_danceability,energy_danceability,energy×danceability,0.510825,0.40367627143859863,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,duration_min,duration_min,duration_min,3.7342,0.3484567105770111,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,loudness_energy,loudness_energy,loudness×energy,-4.034475,0.3239738941192627,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,year_in_decade,year_in_decade,release_year,5.0,-0.30112990736961365,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,liveness,liveness,liveness,0.272,-0.27906110882759094,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,release_month_sin,release_month_sin,release_month,-2.4492935982947064e-16,-0.2661658823490143,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,speechiness,speechiness,speechiness,0.114,-0.2427525669336319,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,key_0,key,key,1.0,-0.22161123156547546,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,release_precision_day,release_precision,release_precision,1.0,0.21877779066562653,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,release_month_cos,release_month_cos,release_month,1.0,-0.19657891988754272,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,energy_valence,energy_valence,energy×valence,0.33846499999999996,0.1533128172159195,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,loudness,loudness,loudness,-5.805,0.13169899582862854,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,mode_0,mode,mode,0.0,0.13085806369781494,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,tempo_danceability,tempo_danceability,tempo×danceability,64.695435,0.08832534402608871,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,release_precision_year,release_precision,release_precision,0.0,0.07277730107307434,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,energy_liveness,energy_liveness,energy×liveness,0.18904,-0.04428497701883316,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,instrumentalness,instrumentalness,instrumentalness,3.47e-05,-0.04138137772679329,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,acousticness_instrumentalness,acousticness_instrumentalness,acousticness×instrumentalness,5.205e-06,0.03730439394712448,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,valence,valence,valence,0.487,0.03457976132631302,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,key_1,key,key,0.0,-0.03449391946196556,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,time_signature_4.0,time_signature,time_signature,1.0,0.03378521651029587,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,key_6,key,key,0.0,-0.03275567665696144,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,energy,energy,energy,0.695,-0.029560165479779243,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,danceability_valence,danceability_valence,danceability×valence,0.35794499999999996,0.027718165889382362,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,key_2,key,key,0.0,0.026093294844031334,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,time_signature_3.0,time_signature,time_signature,0.0,0.025957124307751656,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,key_8,key,key,0.0,-0.024725686758756638,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,key_7,key,key,0.0,0.02091897837817669,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,key_11,key,key,0.0,-0.01600702293217182,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,key_9,key,key,0.0,0.012153101153671741,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,duration_log,duration_log,duration_min,1.5548127577701534,0.012143516913056374,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,mode_1,mode,mode,1.0,0.0093409838154912,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,release_precision_month,release_precision,release_precision,0.0,-0.00630499143153429,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,key_3,key,key,0.0,-0.006044765934348106,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,key_10,key,key,0.0,-0.005114030558615923,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,key_4,key,key,0.0,-0.0031278992537409067,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,explicit_True,explicit,explicit,1.0,0.0012345729628577828,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,key_5,key,key,0.0,0.0005997453117743134,INCREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,duration_squared,duration_squared,duration_min,13.944249639999999,-0.0005987609038129449,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,time_signature_5.0,time_signature,time_signature,0.0,-0.00012232754670549184,DECREASE_PREDICTION,MAPPED
case_006,770z0pY7gsBPNPI4jr6oFN,time_signature_1.0,time_signature,time_signature,0.0,-6.650585419265553e-05,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,release_year,release_year,release_year,2021.0,10.637310981750488,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,duration_min,duration_min,duration_min,2.213,-4.155341148376465,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,decade,decade,decade,2020.0,0.8657847046852112,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,acousticness,acousticness,acousticness,0.175,0.7855945825576782,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,release_month,release_month,release_month,1.0,-0.699350118637085,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,danceability,danceability,danceability,0.778,0.6578864455223083,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,tempo,tempo,tempo,149.996,-0.6220451593399048,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,duration_log,duration_log,duration_min,1.1672050801337215,-0.469969242811203,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,mode_0,mode,mode,1.0,-0.3460457921028137,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,speechiness,speechiness,speechiness,0.0913,-0.33934417366981506,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,tempo_danceability,tempo_danceability,tempo×danceability,116.69688800000002,0.27812761068344116,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,release_month_sin,release_month_sin,release_month,0.49999999999999994,-0.25341203808784485,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,loudness_energy,loudness_energy,loudness×energy,-4.7711749999999995,-0.1738801896572113,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,year_in_decade,year_in_decade,release_year,1.0,0.15107133984565735,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,loudness,loudness,loudness,-6.865,-0.10967926681041718,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,speechiness_explicit,speechiness_explicit,speechiness×explicit,0.0,-0.08952721208333969,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,energy,energy,energy,0.695,0.07874348014593124,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,energy_danceability,energy_danceability,energy×danceability,0.54071,-0.07240664213895798,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,duration_squared,duration_squared,duration_min,4.897369,-0.0436922125518322,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,key_11,key,key,0.0,-0.043643198907375336,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,release_month_cos,release_month_cos,release_month,0.8660254037844387,-0.04119684547185898,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,key_1,key,key,0.0,-0.04096988961100578,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,energy_valence,energy_valence,energy×valence,0.32803999999999994,0.04094918817281723,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,valence,valence,valence,0.472,-0.04013083875179291,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,key_8,key,key,0.0,-0.03944972902536392,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,instrumentalness,instrumentalness,instrumentalness,0.0,0.03924011439085007,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,release_precision_day,release_precision,release_precision,1.0,0.03908555954694748,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,key_7,key,key,0.0,0.03786994889378548,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,key_2,key,key,0.0,0.03685849532485008,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,mode_1,mode,mode,0.0,-0.03500070422887802,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,energy_liveness,energy_liveness,energy×liveness,0.10425,-0.031953223049640656,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,key_0,key,key,0.0,0.027126016095280647,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,time_signature_4.0,time_signature,time_signature,1.0,0.027039138600230217,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,release_precision_year,release_precision,release_precision,0.0,0.023840835317969322,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,key_6,key,key,0.0,-0.01903332769870758,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,danceability_valence,danceability_valence,danceability×valence,0.367216,-0.01757553219795227,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,key_4,key,key,1.0,-0.016451435163617134,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,key_9,key,key,0.0,0.01422528550028801,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,time_signature_3.0,time_signature,time_signature,0.0,0.0140550397336483,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,explicit_False,explicit,explicit,1.0,-0.008344694972038269,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,release_precision_month,release_precision,release_precision,0.0,-0.007413072045892477,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,key_10,key,key,0.0,-0.005628223530948162,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,liveness,liveness,liveness,0.15,-0.004247107543051243,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,key_3,key,key,0.0,-0.002550640143454075,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,key_5,key,key,0.0,0.002524932147935033,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,acousticness_instrumentalness,acousticness_instrumentalness,acousticness×instrumentalness,0.0,-0.0012765470892190933,DECREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,time_signature_5.0,time_signature,time_signature,0.0,8.913366400520317e-06,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,time_signature_1.0,time_signature,time_signature,0.0,3.5928308079746785e-06,INCREASE_PREDICTION,MAPPED
case_007,3Ofmpyhv5UAQ70mENzB277,explicit_True,explicit,explicit,0.0,-1.2835589586757123e-06,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,release_year,release_year,release_year,2021.0,9.871392250061035,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,duration_min,duration_min,duration_min,1.9458,-5.433697700500488,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,decade,decade,decade,2020.0,0.8478977084159851,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,loudness,loudness,loudness,-3.255,0.7520912885665894,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,release_month,release_month,release_month,1.0,-0.7152913808822632,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,tempo,tempo,tempo,119.932,-0.6326180100440979,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,duration_log,duration_log,duration_min,1.0803804270733057,-0.5714912414550781,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,acousticness,acousticness,acousticness,0.0441,0.4533947706222534,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,key_0,key,key,1.0,-0.3231576383113861,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,speechiness,speechiness,speechiness,0.0475,-0.3016020357608795,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,release_month_sin,release_month_sin,release_month,0.49999999999999994,-0.29811763763427734,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,loudness_energy,loudness_energy,loudness×energy,-2.906715,0.287776917219162,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,energy,energy,energy,0.893,0.2865994870662689,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,year_in_decade,year_in_decade,release_year,1.0,-0.2681102454662323,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,mode_0,mode,mode,1.0,-0.20226775109767914,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,instrumentalness,instrumentalness,instrumentalness,0.000937,0.19543951749801636,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,danceability,danceability,danceability,0.722,0.14305372536182404,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,danceability_valence,danceability_valence,danceability×valence,0.316958,-0.10807624459266663,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,speechiness_explicit,speechiness_explicit,speechiness×explicit,0.0,-0.10625030845403671,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,acousticness_instrumentalness,acousticness_instrumentalness,acousticness×instrumentalness,4.13217e-05,0.08083585649728775,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,key_1,key,key,0.0,-0.0733722522854805,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,valence,valence,valence,0.439,-0.06254122406244278,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,key_8,key,key,0.0,-0.05460241809487343,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,release_month_cos,release_month_cos,release_month,0.8660254037844387,-0.04743742570281029,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,release_precision_day,release_precision,release_precision,1.0,0.04631374403834343,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,key_2,key,key,0.0,0.03789222240447998,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,tempo_danceability,tempo_danceability,tempo×danceability,86.590904,-0.03599796071648598,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,release_precision_year,release_precision,release_precision,0.0,0.031335681676864624,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,key_7,key,key,0.0,0.025884058326482773,INCREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,energy_valence,energy_valence,energy×valence,0.392027,-0.022038133814930916,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,key_6,key,key,0.0,-0.021341286599636078,DECREASE_PREDICTION,MAPPED
case_008,3iw6V4LH7yPj1ESORX9RIN,liveness,liveness,liveness,0.0673,0.02092067152261734,INCREASE_PREDICTION,MAPPED
