,rows,proportion,actual_mean,actual_median,predicted_mean,predicted_median,MAE,RMSE,R2,mean_residual,median_residual,residual_std,within_5,within_10,within_15,severe_rate,very_severe_rate,underprediction_rate,overprediction_rate
2010,65658,0.7645675159532349,40.56383075938957,45.0,35.71158981323242,36.39689636230469,16.225444793701172,19.566871422774533,0.09015411138534546,4.852239081162793,8.11440658569336,18.95583624063835,0.17780011575131743,0.353300435590484,0.5159158061470042,0.48408419385299584,0.23936154010173932,0.6796886898778519,0.3203113101221481
2020,20218,0.23543248404676512,41.73716490256207,49.0,36.866676330566406,37.265602111816406,22.26215934753418,25.143371849241277,0.0248451828956604,4.870486435379352,12.438669204711914,24.667744451448737,0.08759521218715996,0.18196656444752202,0.2945889801167277,0.7054110198832724,0.42694628548817887,0.6731625284400039,0.32683747155999604
